Country Name,Country Code,Indicator Name,Value
Portugal,PRT,Barro-Lee: Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),66.06
Portugal,PRT,Barro-Lee: Percentage of population age 60-64 with secondary schooling. Completed Secondary,6.78
Portugal,PRT,Barro-Lee: Percentage of population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),17.68
Portugal,PRT,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,4.13
Portugal,PRT,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),8.9
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with no education,26.06
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with primary schooling. Completed Primary,41.51
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),59.37
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with secondary schooling. Completed Secondary,3.16
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),9.26
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,2.36
Portugal,PRT,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.95
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with no education,26.06
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with primary schooling. Completed Primary,41.51
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),59.37
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with secondary schooling. Completed Secondary,3.16
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),9.26
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,2.27
Portugal,PRT,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.95
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with no education,47.13
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with primary schooling. Completed Primary,26.53
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with primary schooling. Total (Incomplete and Completed Primary),43.11
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with secondary schooling. Completed Secondary,1.93
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),6.34
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,1.68
Portugal,PRT,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),3.42
Portugal,PRT,"Barro-Lee: Population in thousands, age 15+, female",4713.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 15+, total",9043.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 15-19, female",280.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 15-19, total",573.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 20-24, female",296.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 20-24, total",601.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 25+, female",4137.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 25+, total",7869.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 25-29, female",349.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 25-29, total",706.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 30-34, female",398.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 30-34, total",800.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 35-39, female",415.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 35-39, total",828.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 40-44, female",397.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 40-44, total",791.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 45-49, female",401.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 45-49, total",791.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 50-54, female",378.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 50-54, total",740.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 55-59, female",353.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 55-59, total",683.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 60-64, female",330.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 60-64, total",625.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 65-69, female",290.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 65-69, total",536.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 70-74, female",274.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 70-74, total",491.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 75+, female",552.0
Portugal,PRT,"Barro-Lee: Population in thousands, age 75+, total",878.0
Portugal,PRT,Capital expenditure as % of total expenditure in public institutions (%),2.757740021
Portugal,PRT,Capital expenditure as % of total expenditure in secondary public institutions (%),1.332999945
Portugal,PRT,Current expenditure as % of total expenditure in public institutions (%),97.18080902
Portugal,PRT,Current expenditure as % of total expenditure in secondary public institutions (%),97.34481812
Portugal,PRT,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.23838997
Portugal,PRT,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),8.993040085
Portugal,PRT,Duration of compulsory education (years),9.0
Portugal,PRT,"Enrolment in early childhood education, both sexes (number)",272547.0
Portugal,PRT,"Enrolment in early childhood education, female (number)",130402.0
Portugal,PRT,"Enrolment in early childhood education, private institutions, both sexes (number)",127629.0
Portugal,PRT,"Enrolment in early childhood education, public institutions, both sexes (number)",144918.0
Portugal,PRT,"Enrolment in lower secondary education, both sexes (number)",383421.0
Portugal,PRT,"Enrolment in lower secondary education, female (number)",185055.0
Portugal,PRT,"Enrolment in lower secondary education, public institutions, both sexes (number)",335894.0
Portugal,PRT,"Enrolment in lower secondary education, public institutions, female (number)",162679.0
Portugal,PRT,"Enrolment in lower secondary general, both sexes (number)",347385.0
Portugal,PRT,"Enrolment in lower secondary general, female (number)",171342.0
Portugal,PRT,"Enrolment in post-secondary non-tertiary education, both sexes (number)",11544.0
Portugal,PRT,"Enrolment in post-secondary non-tertiary education, female (number)",3952.0
Portugal,PRT,"Enrolment in pre-primary education, both sexes (number)",264660.0
Portugal,PRT,"Enrolment in pre-primary education, female (number)",128662.0
Portugal,PRT,"Enrolment in pre-primary education, private institutions, both sexes (number)",123415.0
Portugal,PRT,"Enrolment in pre-primary education, private institutions, female (number)",59631.0
Portugal,PRT,"Enrolment in pre-primary education, public institutions, both sexes (number)",141999.0
Portugal,PRT,"Enrolment in pre-primary education, public institutions, female (number)",68445.0
Portugal,PRT,"Enrolment in primary education, both sexes (number)",656727.0
Portugal,PRT,"Enrolment in primary education, female (number)",314397.0
Portugal,PRT,"Enrolment in primary education, private institutions, both sexes (number)",81391.0
Portugal,PRT,"Enrolment in primary education, private institutions, female (number)",39186.0
Portugal,PRT,"Enrolment in primary education, public institutions, both sexes (number)",592647.0
Portugal,PRT,"Enrolment in primary education, public institutions, female (number)",282634.0
Portugal,PRT,"Enrolment in secondary education, both sexes (number)",778589.0
Portugal,PRT,"Enrolment in secondary education, female (number)",378779.0
Portugal,PRT,"Enrolment in secondary education, private institutions, both sexes (number)",127124.0
Portugal,PRT,"Enrolment in secondary education, public institutions, both sexes (number)",641507.0
Portugal,PRT,"Enrolment in secondary general, both sexes (number)",558328.0
Portugal,PRT,"Enrolment in secondary general, female (number)",286098.0
Portugal,PRT,"Enrolment in secondary vocational, both sexes (number)",220261.0
Portugal,PRT,"Enrolment in secondary vocational, female (number)",92681.0
Portugal,PRT,"Enrolment in tertiary education per 100,000 inhabitants, both sexes",3481.907959
Portugal,PRT,"Enrolment in tertiary education per 100,000 inhabitants, female",3546.031006
Portugal,PRT,"Enrolment in tertiary education per 100,000 inhabitants, male",3410.810303
Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",337507.0
Portugal,PRT,"Enrolment in tertiary education, all programmes, female (number)",179790.0
Portugal,PRT,"Enrolment in tertiary education, ISCED 5 programmes, both sexes (number)",74.0
Portugal,PRT,"Enrolment in tertiary education, ISCED 5 programmes, female (number)",44.0
Portugal,PRT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",20245.0
Portugal,PRT,"Enrolment in tertiary education, ISCED 8 programmes, female (number)",10915.0
Portugal,PRT,"Enrolment in upper secondary education, both sexes (number)",385210.0
Portugal,PRT,"Enrolment in upper secondary education, female (number)",190353.0
Portugal,PRT,"Enrolment in upper secondary education, private institutions, both sexes (number)",79597.0
Portugal,PRT,"Enrolment in upper secondary education, public institutions, both sexes (number)",305613.0
Portugal,PRT,"Enrolment in upper secondary general, both sexes (number)",208041.0
Portugal,PRT,"Enrolment in upper secondary general, female (number)",114389.0
Portugal,PRT,"Enrolment in upper secondary vocational, both sexes (number)",177169.0
Portugal,PRT,"Enrolment in upper secondary vocational, female (number)",75964.0
Portugal,PRT,Expenditure on education as % of total government expenditure (%),9.888010025
Portugal,PRT,Expenditure on secondary as % of government expenditure on education (%),42.28649902
Portugal,PRT,Expenditure on secondary as % of total government expenditure (%),4.478919983
Portugal,PRT,Expenditure on tertiary as % of government expenditure on education (%),17.82686996
Portugal,PRT,Expenditure on tertiary as % of total government expenditure (%),2.018419981
Portugal,PRT,GDP at market prices (constant 2005 US$),231562000000.0
Portugal,PRT,GDP at market prices (current US$),204837000000.0
Portugal,PRT,GDP per capita (constant 2005 US$),22428.11468
Portugal,PRT,GDP per capita (current US$),19839.64315
Portugal,PRT,"GDP per capita, PPP (constant 2011 international $)",27104.87137
Portugal,PRT,"GDP per capita, PPP (current international $)",30664.87888
Portugal,PRT,"GDP, PPP (constant 2011 international $)",279847000000.0
Portugal,PRT,"GDP, PPP (current international $)",316603000000.0
Portugal,PRT,GNI (current US$),200405000000.0
Portugal,PRT,"GNI per capita, Atlas method (current US$)",19880.0
Portugal,PRT,"GNI per capita, PPP (current international $)",30000.0
Portugal,PRT,"GNI, PPP (current international $)",309754000000.0
Portugal,PRT,Government expenditure in educational institutions as % of GDP (%),4.867159843
Portugal,PRT,Government expenditure in secondary institutions education as % of GDP (%),2.179009914
Portugal,PRT,Government expenditure in tertiary institutions as % of GDP (%),0.853179991
Portugal,PRT,Government expenditure on education as % of GDP (%),5.125589848
Portugal,PRT,Government expenditure on secondary education as % of GDP (%),2.238559961
Portugal,PRT,Government expenditure on tertiary education as % of GDP (%),1.00880003
Portugal,PRT,Government expenditure per secondary student (constant PPP$),9398.859375
Portugal,PRT,Government expenditure per secondary student (constant US$),7348.366699
Portugal,PRT,Government expenditure per secondary student (PPP$),8769.787109
Portugal,PRT,Government expenditure per secondary student (US$),7552.719727
Portugal,PRT,Government expenditure per secondary student as % of GDP per capita (%),0.0
Portugal,PRT,Government expenditure per tertiary student as % of GDP per capita (%),25.94634056
Portugal,PRT,"Graduates from ISCED 5 programmes in tertiary education, both sexes (number)",55.0
Portugal,PRT,"Graduates from ISCED 5 programmes in tertiary education, female (number)",36.0
Portugal,PRT,"Graduates from ISCED 8 programmes in tertiary education, both sexes (number)",4008.0
Portugal,PRT,"Graduates from ISCED 8 programmes in tertiary education, female (number)",2117.0
Portugal,PRT,"Graduates from tertiary education, both sexes (number)",74757.0
Portugal,PRT,"Graduates from tertiary education, female (number)",44346.0
Portugal,PRT,"Gross enrolment ratio, lower secondary, both sexes (%)",119.0441666
Portugal,PRT,"Gross enrolment ratio, lower secondary, female (%)",116.4799728
Portugal,PRT,"Gross enrolment ratio, lower secondary, gender parity index (GPI)",0.961669981
Portugal,PRT,"Gross enrolment ratio, lower secondary, male (%)",121.5185928
Portugal,PRT,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",10.4670496
Portugal,PRT,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",7.200640202
Portugal,PRT,"Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)",0.525489986
Portugal,PRT,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",13.70273018
Portugal,PRT,"Gross enrolment ratio, pre-primary, both sexes (%)",93.70187378
Portugal,PRT,"Gross enrolment ratio, pre-primary, female (%)",92.9329834
Portugal,PRT,"Gross enrolment ratio, pre-primary, gender parity index (GPI)",0.968249977
Portugal,PRT,"Gross enrolment ratio, pre-primary, male (%)",94.44109344
Portugal,PRT,"Gross enrolment ratio, primary and lower secondary, both sexes (%)",111.4340515
Portugal,PRT,"Gross enrolment ratio, primary and lower secondary, female (%)",109.0961685
Portugal,PRT,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)",0.959710002
Portugal,PRT,"Gross enrolment ratio, primary and lower secondary, male (%)",113.6766968
Portugal,PRT,"Gross enrolment ratio, primary and secondary, both sexes (%)",112.5740433
Portugal,PRT,"Gross enrolment ratio, primary and secondary, female (%)",110.7159195
Portugal,PRT,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",0.966780007
Portugal,PRT,"Gross enrolment ratio, primary and secondary, male (%)",114.3693314
Portugal,PRT,"Gross enrolment ratio, primary to tertiary, both sexes (%)",98.58316803
Portugal,PRT,"Gross enrolment ratio, primary to tertiary, female (%)",98.87245941
Portugal,PRT,"Gross enrolment ratio, primary to tertiary, gender parity index (GPI)",0.996219993
Portugal,PRT,"Gross enrolment ratio, primary to tertiary, male (%)",99.24806213
Portugal,PRT,"Gross enrolment ratio, primary, both sexes (%)",107.3699112
Portugal,PRT,"Gross enrolment ratio, primary, female (%)",105.2674408
Portugal,PRT,"Gross enrolment ratio, primary, gender parity index (GPI)",0.96243
Portugal,PRT,"Gross enrolment ratio, primary, male (%)",109.3761978
Portugal,PRT,"Gross enrolment ratio, secondary, both sexes (%)",119.1351929
Portugal,PRT,"Gross enrolment ratio, secondary, female (%)",117.2599564
Portugal,PRT,"Gross enrolment ratio, secondary, gender parity index (GPI)",0.96934998
Portugal,PRT,"Gross enrolment ratio, secondary, male (%)",120.9679565
Portugal,PRT,"Gross enrolment ratio, tertiary, both sexes (%)",61.87419128
Portugal,PRT,"Gross enrolment ratio, tertiary, female (%)",65.69590759
Portugal,PRT,"Gross enrolment ratio, tertiary, gender parity index (GPI)",1.132179976
Portugal,PRT,"Gross enrolment ratio, tertiary, male (%)",58.02621841
Portugal,PRT,"Gross enrolment ratio, upper secondary, both sexes (%)",119.22435
Portugal,PRT,"Gross enrolment ratio, upper secondary, female (%)",118.0142975
Portugal,PRT,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",0.990549982
Portugal,PRT,"Gross enrolment ratio, upper secondary, male (%)",120.4218521
Portugal,PRT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",51.41207123
Portugal,PRT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)",59.3250618
Portugal,PRT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)",1.363280058
Portugal,PRT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)",43.34009171
Portugal,PRT,"Gross outbound enrolment ratio, all regions, both sexes (%)",1.693040013
Portugal,PRT,"Inbound mobility rate, both sexes (%)",3.91940999
Portugal,PRT,"Inbound mobility rate, female (%)",3.772779942
Portugal,PRT,"Inbound mobility rate, male (%)",4.085869789
Portugal,PRT,Internet users (per 100 people),70.42356709
Portugal,PRT,Labor force with advanced education (% of total),82.19999695
Portugal,PRT,"Labor force with advanced education, female (% of female labor force)",82.02999878
Portugal,PRT,"Labor force with advanced education, male (% of male labor force)",82.44999695
Portugal,PRT,Labor force with basic education (% of total),52.20999908
Portugal,PRT,"Labor force with basic education, female (% of female labor force)",45.20999908
Portugal,PRT,"Labor force with basic education, male (% of male labor force)",58.97000122
Portugal,PRT,Labor force with intermediate education (% of total),74.66000366
Portugal,PRT,"Labor force with intermediate education, female (% of female labor force)",73.45999908
Portugal,PRT,"Labor force with intermediate education, male (% of male labor force)",75.87999725
Portugal,PRT,"Labor force, female (% of total labor force)",48.76733476
Portugal,PRT,"Labor force, total",5206807.0
Portugal,PRT,"Mortality rate, under-5 (per 1,000)",3.5
Portugal,PRT,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)",5016.0
Portugal,PRT,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)",1.352020025
Portugal,PRT,Official entrance age to compulsory education (years),6.0
Portugal,PRT,Official entrance age to lower secondary education (years),12.0
Portugal,PRT,Official entrance age to post-secondary non-tertiary education (years),18.0
Portugal,PRT,Official entrance age to pre-primary education (years),3.0
Portugal,PRT,Official entrance age to primary education (years),6.0
Portugal,PRT,Official entrance age to upper secondary education (years),15.0
Portugal,PRT,"Outbound mobility ratio, all regions, both sexes (%)",2.567310095
Portugal,PRT,"Percentage of all inbound internationally mobile students in tertiary education in the host country who are female, (%)",51.17942047
Portugal,PRT,"Percentage of all students in tertiary education enrolled in ISCED 5, both sexes (%)",0.018959999
Portugal,PRT,"Percentage of all students in tertiary education enrolled in ISCED 8, both sexes (%)",5.589449883
Portugal,PRT,Percentage of enrolment in early childhood education programmes in private institutions (%),46.82825
Portugal,PRT,Percentage of enrolment in pre-primary education in private institutions (%),46.50835037
Portugal,PRT,Percentage of enrolment in primary education in private institutions (%),12.4391098
Portugal,PRT,Percentage of enrolment in secondary education in private institutions (%),16.64100075
Portugal,PRT,Percentage of enrolment in upper secondary education in private institutions (%),20.66327095
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Agriculture programmes, female (%)",0.408149987
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Education programmes, female (%)",11.12020969
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)",6.492129803
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Health and Welfare programmes, female (%)",11.42831039
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Humanities and Arts programmes, female (%)",9.337929726
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)",0.03833
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Science programmes, female (%)",18.6758709
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Services programmes, female (%)",2.027240038
Portugal,PRT,"Percentage of female graduates from tertiary education graduating from Social Sciences, Business and Law programmes, female (%)",13.11956024
Portugal,PRT,"Percentage of female students in lower secondary education enrolled in general programmes, female (%)",92.58976746
Portugal,PRT,"Percentage of female students in secondary education enrolled in general programmes, female (%)",76.11212158
Portugal,PRT,"Percentage of female students in secondary education enrolled in vocational programmes, female (%)",24.4683609
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Agriculture programmes, female (%)",2.044359922
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Education programmes, female (%)",7.156040192
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, female (%)",10.80959988
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Health and Welfare programmes, female (%)",22.59987068
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Humanities and Arts programmes, female (%)",10.60902977
Portugal,PRT,Percentage of female students in tertiary education enrolled in ISCED 5,0.02108
Portugal,PRT,Percentage of female students in tertiary education enrolled in ISCED 8,5.627799988
Portugal,PRT,"Percentage of female students in tertiary education enrolled in programmes in unspecified fields, female (%)",0.106729999
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Science programmes, female (%)",6.876070023
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Services programmes, female (%)",5.212220192
Portugal,PRT,"Percentage of female students in tertiary education enrolled in Social Sciences, Business and Law programmes, female (%)",34.58607101
Portugal,PRT,"Percentage of female students in upper secondary education enrolled in general programmes, female (%)",60.09309006
Portugal,PRT,"Percentage of female students in upper secondary education enrolled in vocational programmes, female (%)",39.90690994
Portugal,PRT,Percentage of graduates from Agriculture programmes in tertiary education who are female (%),60.16371155
Portugal,PRT,Percentage of graduates from Education programmes in tertiary education who are female (%),79.39376831
Portugal,PRT,"Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",32.56718826
Portugal,PRT,Percentage of graduates from Health and Welfare programmes in tertiary education who are female (%),78.96842957
Portugal,PRT,Percentage of graduates from Humanities and Arts programmes in tertiary education who are female (%),60.55846024
Portugal,PRT,Percentage of graduates from non-science and non-technology fields in tertiary education who are female (%),66.38425
Portugal,PRT,Percentage of graduates from Science and Technology programmes in tertiary education who are female (%),39.850811
Portugal,PRT,Percentage of graduates from Science programmes in tertiary education who are female (%),56.92900085
Portugal,PRT,Percentage of graduates from Services programmes in tertiary education who are female (%),47.09463882
Portugal,PRT,"Percentage of graduates from Social Sciences, Business and Law programmes in tertiary education who are female (%)",61.78620148
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Agriculture programmes, both sexes (%)",1.153069973
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)",8.312709808
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, both sexes (%)",6.234869957
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Health and Welfare programmes, both sexes (%)",20.51713943
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Humanities and Arts programmes, both sexes (%)",9.018549919
Portugal,PRT,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)",0.02809
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Science programmes, both sexes (%)",18.66045952
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)",1.883440018
Portugal,PRT,"Percentage of graduates from tertiary education graduating from Social Sciences, Business and Law programmes, both sexes (%)",11.34208012
Portugal,PRT,Percentage of graduates from tertiary education who are female (%),59.32020187
Portugal,PRT,Percentage of graduates from tertiary ISCED 5 programmes who are female (%),65.4545517
Portugal,PRT,Percentage of graduates from tertiary ISCED 8 programmes who are female (%),52.81935883
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Agriculture programmes, male (%)",1.623260021
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Education programmes, male (%)",4.213799953
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)",30.82525063
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, male (%)",9.055789948
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Humanities and Arts programmes, male (%)",8.794509888
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Science programmes, male (%)",8.397029877
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Services programmes, male (%)",8.452619553
Portugal,PRT,"Percentage of male graduates from tertiary education graduating from Social Sciences, Business and Law programmes, male (%)",28.62661934
Portugal,PRT,"Percentage of male students in lower secondary education enrolled in general programmes, male (%)",88.74655914
Portugal,PRT,"Percentage of male students in secondary education enrolled in general programmes, male (%)",68.58576202
Portugal,PRT,"Percentage of male students in secondary education enrolled in vocational programmes, male (%)",31.91016006
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Agriculture programmes, male (%)",1.784229994
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Education programmes, male (%)",1.978579998
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, male (%)",34.21178055
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%)",7.941659927
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Humanities and Arts programmes, male (%)",8.865269661
Portugal,PRT,Percentage of male students in tertiary education enrolled in ISCED 5,0.01653
Portugal,PRT,Percentage of male students in tertiary education enrolled in ISCED 8,5.545249939
Portugal,PRT,"Percentage of male students in tertiary education enrolled in programmes in unspecified fields, male (%)",0.08083
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Science programmes, male (%)",8.776720047
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Services programmes, male (%)",8.105699539
Portugal,PRT,"Percentage of male students in tertiary education enrolled in Social Sciences, Business and Law programmes, male (%)",28.25523949
Portugal,PRT,"Percentage of male students in upper secondary education enrolled in general programmes, male (%)",48.06190872
Portugal,PRT,"Percentage of male students in upper secondary education enrolled in vocational programmes, male (%)",51.93809128
Portugal,PRT,Percentage of students enrolled in Agriculture programmes in tertiary education who are female (%),56.91115189
Portugal,PRT,Percentage of students enrolled in Education programmes in tertiary education who are female (%),80.65435028
Portugal,PRT,"Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",26.69782066
Portugal,PRT,Percentage of students enrolled in Health and Welfare programmes in tertiary education who are female (%),76.63741302
Portugal,PRT,Percentage of students enrolled in Humanities and Arts programmes in tertiary education who are female (%),57.973629
Portugal,PRT,Percentage of students enrolled in programmes in unspecified fields in tertiary education who are female (%),60.3498497
Portugal,PRT,Percentage of students enrolled in Science programmes in tertiary education who are female (%),47.45401001
Portugal,PRT,Percentage of students enrolled in Services programmes in tertiary education who are female (%),42.56959152
Portugal,PRT,"Percentage of students enrolled in Social Sciences, Business and Law programmes in tertiary education who are female (%)",58.52346039
Portugal,PRT,Percentage of students in early childhood education who are female (%),47.84569
Portugal,PRT,"Percentage of students in lower secondary education enrolled in general programmes, both sexes (%)",90.60144806
Portugal,PRT,Percentage of students in lower secondary education who are female (%),48.26417923
Portugal,PRT,Percentage of students in lower secondary general education who are female (%),49.32337189
Portugal,PRT,Percentage of students in post-secondary non-tertiary education who are female (%),34.23423004
Portugal,PRT,Percentage of students in pre-primary education who are female (%),48.61407089
Portugal,PRT,Percentage of students in primary education who are female (%),47.87332153
Portugal,PRT,"Percentage of students in secondary education enrolled in general programmes, both sexes (%)",72.26171875
Portugal,PRT,"Percentage of students in secondary education enrolled in vocational programmes, both sexes (%)",28.28977013
Portugal,PRT,Percentage of students in secondary education who are female (%),48.64942169
Portugal,PRT,Percentage of students in secondary general education who are female (%),51.24192047
Portugal,PRT,Percentage of students in secondary vocational education who are female (%),42.07780838
Portugal,PRT,"Percentage of students in tertiary education enrolled in Agriculture programmes, both sexes (%)",1.923519969
Portugal,PRT,"Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)",4.750969887
Portugal,PRT,"Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)",21.68055916
Portugal,PRT,"Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)",15.79071999
Portugal,PRT,"Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)",9.799010277
Portugal,PRT,"Percentage of students in tertiary education enrolled in programmes in unspecified fields, both sexes (%)",0.094700001
Portugal,PRT,"Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)",7.758969784
Portugal,PRT,"Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)",6.55632019
Portugal,PRT,"Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)",31.6452198
Portugal,PRT,Percentage of students in tertiary education who are female (%),53.2700119
Portugal,PRT,Percentage of students in tertiary ISCED 5 programmes who are female (%),59.45946121
Portugal,PRT,Percentage of students in tertiary ISCED 8 programmes who are female (%),53.91455078
Portugal,PRT,"Percentage of students in upper secondary education enrolled in general programmes, both sexes (%)",54.00716019
Portugal,PRT,"Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%)",45.99283981
Portugal,PRT,Percentage of students in upper secondary education who are female (%),49.41537857
Portugal,PRT,Percentage of students in upper secondary general education who are female (%),54.98387146
Portugal,PRT,Percentage of students in upper secondary vocational education who are female (%),42.87657928
Portugal,PRT,Percentage of teachers in primary education who are female (%),80.07496643
Portugal,PRT,Percentage of teachers in tertiary education who are female (%),44.39807129
