,Indicator Name,Country Name,Country Code,Value
19306,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Italy,1,1
19307,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Netherlands,1,1
19308,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Norway,1,1
19309,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Portugal,1,1
19310,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Spain,1,1
19311,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Sweden,1,1
19312,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,Switzerland,1,1
19313,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,United Kingdom,1,1
19314,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Austria,1,1
19315,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Belgium,1,1
19316,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Bulgaria,1,1
19317,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Denmark,1,1
19318,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Finland,1,1
19319,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,France,1,1
19320,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Germany,1,1
19321,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Greece,1,1
19322,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Hungary,1,1
19323,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Ireland,1,1
19324,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Italy,1,1
19325,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Netherlands,1,1
19326,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Norway,1,1
19327,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Portugal,1,1
19328,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Spain,1,1
19329,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Sweden,1,1
19330,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,Switzerland,1,1
19331,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,United Kingdom,1,1
19332,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Austria,1,1
19333,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Belgium,1,1
19334,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Bulgaria,1,1
19335,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Denmark,1,1
19336,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Finland,1,1
19337,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,France,1,1
19338,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Germany,1,1
19339,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Greece,1,1
19340,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Hungary,1,1
19341,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Ireland,1,1
19342,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Italy,1,1
19343,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Netherlands,1,1
19344,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Norway,1,1
19345,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Portugal,1,1
19346,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Spain,1,1
19347,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Sweden,1,1
19348,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,Switzerland,1,1
19349,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,United Kingdom,1,1
19350,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Austria,1,1
19351,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Belgium,1,1
19352,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Bulgaria,1,1
19353,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Denmark,1,1
19354,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Finland,1,1
19355,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,France,1,1
19356,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Germany,1,1
19357,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Greece,1,1
19358,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Hungary,1,1
19359,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Ireland,1,1
19360,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Italy,1,1
19361,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Netherlands,1,1
19362,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Norway,1,1
19363,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Portugal,1,1
19364,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Spain,1,1
19365,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Sweden,1,1
19366,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,Switzerland,1,1
19367,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,United Kingdom,1,1
19368,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Austria,1,1
19369,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Belgium,1,1
19370,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Bulgaria,1,1
19371,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Denmark,1,1
19372,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Finland,1,1
19373,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,France,1,1
19374,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Germany,1,1
19375,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Greece,1,1
19376,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Hungary,1,1
19377,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Ireland,1,1
19378,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Italy,1,1
19379,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Netherlands,1,1
19380,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Norway,1,1
19381,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Portugal,1,1
19382,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Spain,1,1
19383,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Sweden,1,1
19384,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,Switzerland,1,1
19385,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,United Kingdom,1,1
19386,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Austria,1,1
19387,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Belgium,1,1
19388,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Bulgaria,1,1
19389,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Denmark,1,1
19390,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Finland,1,1
19391,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,France,1,1
19392,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Germany,1,1
19393,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Greece,1,1
19394,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Hungary,1,1
19395,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Ireland,1,1
19396,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Italy,1,1
19397,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Netherlands,1,1
19398,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Norway,1,1
19399,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Portugal,1,1
19400,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Spain,1,1
19401,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Sweden,1,1
19402,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,Switzerland,1,1
19403,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,United Kingdom,1,1
19404,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Austria,1,1
19405,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Belgium,1,1
19406,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Bulgaria,1,1
19407,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Denmark,1,1
19408,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Finland,1,1
19409,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,France,1,1
19410,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Germany,1,1
19411,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Greece,1,1
19412,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Hungary,1,1
19413,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Ireland,1,1
19414,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Italy,1,1
19415,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Netherlands,1,1
19416,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Norway,1,1
19417,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Portugal,1,1
19418,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Spain,1,1
19419,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Sweden,1,1
19420,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,Switzerland,1,1
19421,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,United Kingdom,1,1
19422,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Austria,1,1
19423,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Belgium,1,1
19424,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Bulgaria,1,1
19425,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Denmark,1,1
19426,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Finland,1,1
19427,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,France,1,1
19428,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Germany,1,1
19429,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Greece,1,1
19430,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Hungary,1,1
19431,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Ireland,1,1
19432,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Italy,1,1
19433,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Netherlands,1,1
19434,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Norway,1,1
19435,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Portugal,1,1
19436,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Spain,1,1
19437,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Sweden,1,1
19438,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,Switzerland,1,1
19439,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,United Kingdom,1,1
19440,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Austria,1,1
19441,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Belgium,1,1
19442,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Bulgaria,1,1
19443,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Denmark,1,1
19444,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Finland,1,1
19445,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,France,1,1
19446,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Germany,1,1
19447,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Greece,1,1
19448,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Hungary,1,1
19449,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Ireland,1,1
19450,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Italy,1,1
19451,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Netherlands,1,1
19452,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Norway,1,1
19453,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Portugal,1,1
19454,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Spain,1,1
19455,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Sweden,1,1
19456,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,Switzerland,1,1
19457,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,United Kingdom,1,1
19458,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Austria,1,1
19459,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Belgium,1,1
19460,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Bulgaria,1,1
19461,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Denmark,1,1
19462,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Finland,1,1
19463,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,France,1,1
19464,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Germany,1,1
19465,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Greece,1,1
19466,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Hungary,1,1
19467,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Ireland,1,1
19468,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Italy,1,1
19469,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Netherlands,1,1
19470,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Norway,1,1
19471,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Portugal,1,1
19472,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Spain,1,1
19473,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Sweden,1,1
19474,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,Switzerland,1,1
19475,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,United Kingdom,1,1
19476,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Austria,1,1
19477,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Belgium,1,1
19478,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Bulgaria,1,1
19479,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Denmark,1,1
19480,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Finland,1,1
19481,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,France,1,1
19482,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Germany,1,1
19483,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Greece,1,1
19484,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Hungary,1,1
19485,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Ireland,1,1
19486,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Italy,1,1
19487,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Netherlands,1,1
19488,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Norway,1,1
19489,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Portugal,1,1
19490,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Spain,1,1
19491,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Sweden,1,1
19492,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,Switzerland,1,1
19493,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,United Kingdom,1,1
19494,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Austria,1,1
19495,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Belgium,1,1
19496,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Bulgaria,1,1
19497,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Denmark,1,1
19498,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Finland,1,1
19499,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,France,1,1
19500,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Germany,1,1
19501,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Greece,1,1
19502,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Hungary,1,1
19503,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Ireland,1,1
19504,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Italy,1,1
19505,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Netherlands,1,1
19506,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Norway,1,1
19507,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Portugal,1,1
19508,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Spain,1,1
19509,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Sweden,1,1
19510,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,Switzerland,1,1
19511,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,United Kingdom,1,1
19512,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Austria,1,1
19513,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Belgium,1,1
19514,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Bulgaria,1,1
19515,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Denmark,1,1
19516,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Finland,1,1
19517,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,France,1,1
19518,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Germany,1,1
19519,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Greece,1,1
19520,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Hungary,1,1
19521,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Ireland,1,1
19522,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Italy,1,1
19523,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Netherlands,1,1
19524,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Norway,1,1
19525,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Portugal,1,1
19526,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Spain,1,1
19527,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Sweden,1,1
19528,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,Switzerland,1,1
19529,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,United Kingdom,1,1
19530,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Austria,1,1
19531,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Belgium,1,1
19532,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Bulgaria,1,1
19533,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Denmark,1,1
19534,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Finland,1,1
19535,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,France,1,1
19536,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Germany,1,1
19537,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Greece,1,1
19538,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Hungary,1,1
19539,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Ireland,1,1
19540,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Italy,1,1
19541,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Netherlands,1,1
19542,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Norway,1,1
19543,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Portugal,1,1
19544,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Spain,1,1
19545,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Sweden,1,1
19546,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,Switzerland,1,1
19547,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,United Kingdom,1,1
19548,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Austria,1,1
19549,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Belgium,1,1
19550,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Bulgaria,1,1
19551,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Denmark,1,1
19552,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Finland,1,1
19553,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,France,1,1
19554,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Germany,1,1
19555,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Greece,1,1
19556,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Hungary,1,1
19557,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Ireland,1,1
19558,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Italy,1,1
19559,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Netherlands,1,1
