indicator_name,indicator_code
"School life expectancy, primary, male (years)",UIS.SLE.1.M
"School life expectancy, secondary, both sexes (years)",UIS.SLE.23
"School life expectancy, secondary, female (years)",UIS.SLE.23.F
"School life expectancy, secondary, gender parity index (GPI)",UIS.SLE.23.GPI
"School life expectancy, secondary, male (years)",UIS.SLE.23.M
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI
"School life expectancy, tertiary, male (years)",UIS.SLE.56.M
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS
"Share of youth not in education, employment, or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS
"Share of youth not in education, employment, or training, total (% of youth population)",SL.UEM.NEET.ZS
"Teachers in primary education, both sexes (number)",SE.PRM.TCHR
"Teachers in primary education, female (number)",SE.PRM.TCHR.FE
"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR
"Teachers in tertiary education programmes, female (number)",SE.TER.TCHR.FE
Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO
Theoretical duration of post-secondary non-tertiary education (years),UIS.THDUR.4.A.GPV
Theoretical duration of pre-primary education (years),UIS.THDUR.0
Theoretical duration of primary education (years),SE.PRM.DURS
Theoretical duration of secondary education (years),SE.SEC.DURS
Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP
"Total inbound internationally mobile students, both sexes (number)",UIS.MS.56.T
"Total inbound internationally mobile students, female (number)",UIS.MS.56.F
"Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (number)",UIS.OE.56.40510
UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Female,UIS.EA.5T8.AG25T99.F
UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Gender Parity Index,UIS.EA.5T8.AG25T99.GPI
UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Male,UIS.EA.5T8.AG25T99.M
UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Total,UIS.EA.5T8.AG25T99
UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Female,UIS.EA.3T6.AG25T99.F
UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Gender Parity Index,UIS.EA.3T6.AG25T99.GPI
UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Male,UIS.EA.3T6.AG25T99.M
UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Total,UIS.EA.3T6.AG25T99
UIS: Percentage of population age 25+ with completed lower secondary education. Female,UIS.EA.2.AG25T99.F
UIS: Percentage of population age 25+ with completed lower secondary education. Male,UIS.EA.2.AG25T99.M
UIS: Percentage of population age 25+ with completed lower secondary education. Total,UIS.EA.2.AG25T99
UIS: Percentage of population age 25+ with completed upper secondary education. Female,UIS.EA.3.AG25T99.F
UIS: Percentage of population age 25+ with completed upper secondary education. Male,UIS.EA.3.AG25T99.M
UIS: Percentage of population age 25+ with completed upper secondary education. Total,UIS.EA.3.AG25T99
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS
Wittgenstein Projection: Mean years of schooling. Age 0-19. Female,PRJ.MYS.0T19.FE
Wittgenstein Projection: Mean years of schooling. Age 0-19. Male,PRJ.MYS.0T19.MA
Wittgenstein Projection: Mean years of schooling. Age 0-19. Total,PRJ.MYS.0T19.MF
Wittgenstein Projection: Mean years of schooling. Age 15+. Female,PRJ.MYS.15UP.FE
Wittgenstein Projection: Mean Years of Schooling. Age 15+. Gender Gap,PRJ.MYS.15UP.GPI
Wittgenstein Projection: Mean years of schooling. Age 15+. Male,PRJ.MYS.15UP.MA
Wittgenstein Projection: Mean years of schooling. Age 15+. Total,PRJ.MYS.15UP.MF
Wittgenstein Projection: Mean years of schooling. Age 15-19. Female,PRJ.MYS.1519.FE
Wittgenstein Projection: Mean years of schooling. Age 15-19. Male,PRJ.MYS.1519.MA
Wittgenstein Projection: Mean years of schooling. Age 15-19. Total,PRJ.MYS.1519.MF
Wittgenstein Projection: Mean years of schooling. Age 20-24. Female,PRJ.MYS.2024.FE
Wittgenstein Projection: Mean years of schooling. Age 20-24. Male,PRJ.MYS.2024.MA
Wittgenstein Projection: Mean years of schooling. Age 20-24. Total,PRJ.MYS.2024.MF
Wittgenstein Projection: Mean years of schooling. Age 20-39. Female,PRJ.MYS.2039.FE
Wittgenstein Projection: Mean years of schooling. Age 20-39. Male,PRJ.MYS.2039.MA
Wittgenstein Projection: Mean years of schooling. Age 20-39. Total,PRJ.MYS.2039.MF
Wittgenstein Projection: Mean years of schooling. Age 20-64. Female,PRJ.MYS.2064.FE
Wittgenstein Projection: Mean years of schooling. Age 20-64. Male,PRJ.MYS.2064.MA
Wittgenstein Projection: Mean years of schooling. Age 20-64. Total,PRJ.MYS.2064.MF
Wittgenstein Projection: Mean years of schooling. Age 25+. Female,PRJ.MYS.25UP.FE
Wittgenstein Projection: Mean Years of Schooling. Age 25+. Gender Gap,PRJ.MYS.25UP.GPI
Wittgenstein Projection: Mean years of schooling. Age 25+. Male,PRJ.MYS.25UP.MA
Wittgenstein Projection: Mean years of schooling. Age 25+. Total,PRJ.MYS.25UP.MF
Wittgenstein Projection: Mean years of schooling. Age 25-29. Female,PRJ.MYS.2529.FE
Wittgenstein Projection: Mean years of schooling. Age 25-29. Male,PRJ.MYS.2529.MA
Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,PRJ.MYS.2529.MF
Wittgenstein Projection: Mean years of schooling. Age 40-64. Female,PRJ.MYS.4064.FE
Wittgenstein Projection: Mean years of schooling. Age 40-64. Male,PRJ.MYS.4064.MA
Wittgenstein Projection: Mean years of schooling. Age 40-64. Total,PRJ.MYS.4064.MF
Wittgenstein Projection: Mean years of schooling. Age 60+. Female,PRJ.MYS.60UP.FE
Wittgenstein Projection: Mean years of schooling. Age 60+. Male,PRJ.MYS.60UP.MA
Wittgenstein Projection: Mean years of schooling. Age 60+. Total,PRJ.MYS.60UP.MF
Wittgenstein Projection: Mean years of schooling. Age 65+. Female,PRJ.MYS.65UP.FE
Wittgenstein Projection: Mean years of schooling. Age 65+. Male,PRJ.MYS.65UP.MA
Wittgenstein Projection: Mean years of schooling. Age 65+. Total,PRJ.MYS.65UP.MF
Wittgenstein Projection: Mean years of schooling. Age 80+. Female,PRJ.MYS.80UP.FE
Wittgenstein Projection: Mean years of schooling. Age 80+. Male,PRJ.MYS.80UP.MA
Wittgenstein Projection: Mean years of schooling. Age 80+. Total,PRJ.MYS.80UP.MF
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.15UP.S1.FE
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.15UP.S1.MA
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.15UP.S1.MF
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.15UP.2.FE
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.15UP.2.MA
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.15UP.2.MF
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,PRJ.ATT.15UP.NED.FE
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,PRJ.ATT.15UP.NED.MA
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,PRJ.ATT.15UP.NED.MF
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.15UP.4.FE
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.15UP.4.MA
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.15UP.4.MF
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,PRJ.ATT.15UP.1.FE
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,PRJ.ATT.15UP.1.MA
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,PRJ.ATT.15UP.1.MF
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.15UP.3.FE
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.15UP.3.MA
Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.15UP.3.MF
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.1519.S1.FE
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.1519.S1.MA
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.1519.S1.MF
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.1519.2.FE
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.1519.2.MA
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.1519.2.MF
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Female,PRJ.ATT.1519.NED.FE
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Male,PRJ.ATT.1519.NED.MA
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Total,PRJ.ATT.1519.NED.MF
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.1519.4.FE
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.1519.4.MA
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.1519.4.MF
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Female,PRJ.ATT.1519.1.FE
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Male,PRJ.ATT.1519.1.MA
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Total,PRJ.ATT.1519.1.MF
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.1519.3.FE
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.1519.3.MA
Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.1519.3.MF
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2024.S1.FE
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2024.S1.MA
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2024.S1.MF
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2024.2.FE
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2024.2.MA
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2024.2.MF
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Female,PRJ.ATT.2024.NED.FE
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Male,PRJ.ATT.2024.NED.MA
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Total,PRJ.ATT.2024.NED.MF
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2024.4.FE
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2024.4.MA
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2024.4.MF
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Female,PRJ.ATT.2024.1.FE
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Male,PRJ.ATT.2024.1.MA
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Total,PRJ.ATT.2024.1.MF
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2024.3.FE
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2024.3.MA
Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2024.3.MF
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2039.S1.FE
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2039.S1.MA
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2039.S1.MF
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2039.2.FE
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2039.2.MA
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2039.2.MF
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Female,PRJ.ATT.2039.NED.FE
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Male,PRJ.ATT.2039.NED.MA
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Total,PRJ.ATT.2039.NED.MF
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2039.4.FE
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2039.4.MA
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2039.4.MF
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female,PRJ.ATT.2039.1.FE
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Male,PRJ.ATT.2039.1.MA
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Total,PRJ.ATT.2039.1.MF
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2039.3.FE
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2039.3.MA
Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2039.3.MF
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2064.S1.FE
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2064.S1.MA
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2064.S1.MF
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2064.2.FE
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2064.2.MA
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2064.2.MF
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Female,PRJ.ATT.2064.NED.FE
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.2064.NED.MA
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.2064.NED.MF
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2064.4.MA
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.2064.1.FE
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Male,PRJ.ATT.2064.1.MA
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Total,PRJ.ATT.2064.1.MF
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2064.3.FE
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2064.3.MA
Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.25UP.S1.FE
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.25UP.S1.MA
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.25UP.S1.MF
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.25UP.2.FE
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.25UP.2.MA
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.25UP.2.MF
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Female,PRJ.ATT.25UP.NED.FE
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male,PRJ.ATT.25UP.NED.MA
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total,PRJ.ATT.25UP.NED.MF
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.25UP.4.FE
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.25UP.4.MA
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.25UP.4.MF
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female,PRJ.ATT.25UP.1.FE
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Male,PRJ.ATT.25UP.1.MA
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Total,PRJ.ATT.25UP.1.MF
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.25UP.3.FE
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.25UP.3.MA
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.25UP.3.MF
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2529.S1.FE
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2529.S1.MA
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2529.S1.MF
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2529.2.FE
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2529.2.MA
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2529.2.MF
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Female,PRJ.ATT.2529.NED.FE
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Male,PRJ.ATT.2529.NED.MA
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Total,PRJ.ATT.2529.NED.MF
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2529.4.FE
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2529.4.MA
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2529.4.MF
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Female,PRJ.ATT.2529.1.FE
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male,PRJ.ATT.2529.1.MA
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Total,PRJ.ATT.2529.1.MF
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2529.3.FE
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2529.3.MA
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2529.3.MF
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.4064.S1.FE
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.4064.S1.MF
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.4064.2.FE
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.4064.2.MA
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.4064.2.MF
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Female,PRJ.ATT.4064.NED.FE
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.4064.NED.MA
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.4064.NED.MF
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.4064.4.FE
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.4064.4.MA
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.4064.4.MF
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.4064.1.FE
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male,PRJ.ATT.4064.1.MA
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Total,PRJ.ATT.4064.1.MF
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.4064.3.FE
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.4064.3.MA
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.4064.3.MF
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.60UP.S1.FE
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.60UP.S1.MA
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.60UP.S1.MF
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.60UP.2.FE
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.60UP.2.MA
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.60UP.2.MF
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female,PRJ.ATT.60UP.NED.FE
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Male,PRJ.ATT.60UP.NED.MA
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Total,PRJ.ATT.60UP.NED.MF
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.60UP.4.FE
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.60UP.4.MA
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.60UP.4.MF
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Female,PRJ.ATT.60UP.1.FE
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male,PRJ.ATT.60UP.1.MA
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Total,PRJ.ATT.60UP.1.MF
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.60UP.3.FE
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.60UP.3.MA
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.60UP.3.MF
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.80UP.S1.FE
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.80UP.S1.MA
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.80UP.S1.MF
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.80UP.2.FE
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.80UP.2.MA
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.80UP.2.MF
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female,PRJ.ATT.80UP.NED.FE
